"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.291747208E1,9.243750572E0,-1.466250038E1,-4.430625153E1,4.757604194E1
3.292747208E1,8.981250763E0,-1.479375076E1,-4.430625153E1,4.756639414E1
3.293747208E1,8.718750000E0,-1.471875095E1,-4.440000153E1,4.758170202E1
3.294747208E1,8.568750381E0,-1.458750057E1,-4.453125000E1,4.763665482E1
3.295747208E1,8.212500572E0,-1.466250038E1,-4.455000305E1,4.761446057E1
3.296747208E1,8.043750763E0,-1.466250038E1,-4.443750000E1,4.748033540E1
3.297747208E1,7.800000191E0,-1.460625076E1,-4.443750000E1,4.742229402E1
3.298747208E1,7.800000191E0,-1.473750019E1,-4.402500153E1,4.707690171E1
3.299747208E1,7.650000095E0,-1.462500095E1,-4.395000076E1,4.694694582E1
3.300747208E1,7.800000191E0,-1.445625019E1,-4.398750305E1,4.695448431E1
3.301747208E1,7.856250286E0,-1.447500038E1,-4.413750076E1,4.711013987E1
3.302747208E1,8.043750763E0,-1.438125038E1,-4.411875153E1,4.709550430E1
3.303747208E1,8.250000000E0,-1.430625057E1,-4.411875153E1,4.710833835E1
3.304747208E1,8.231250763E0,-1.434375095E1,-4.406250000E1,4.706379274E1
3.305747208E1,8.381250381E0,-1.423125076E1,-4.421250153E1,4.719660102E1
3.306747208E1,8.400000572E0,-1.426875019E1,-4.419375229E1,4.719369643E1
3.307747208E1,8.606250763E0,-1.432500076E1,-4.408125305E1,4.714265658E1
3.308747208E1,8.287500381E0,-1.449375057E1,-4.389375305E1,4.696182519E1
3.309747208E1,8.287500381E0,-1.471875095E1,-4.383750153E1,4.697925960E1
3.310747208E1,7.968750477E0,-1.481250095E1,-4.396875000E1,4.707613137E1
3.311747208E1,7.987500191E0,-1.490625095E1,-4.406250000E1,4.719640223E1
3.312747208E1,8.100000381E0,-1.515000057E1,-4.383750153E1,4.708353283E1
3.313747208E1,8.062500000E0,-1.522500038E1,-4.366875076E1,4.694426840E1
3.314747208E1,8.175000191E0,-1.498125076E1,-4.410000229E1,4.728719387E1
3.315747208E1,8.287500381E0,-1.475625038E1,-4.434375000E1,4.746364664E1
3.316747208E1,8.662500381E0,-1.455000019E1,-4.434375000E1,4.746693146E1
3.317747208E1,8.737500191E0,-1.426875019E1,-4.428750229E1,4.734262351E1
3.318747208E1,9.093750000E0,-1.426875019E1,-4.410000229E1,4.723456068E1
3.319747208E1,9.112500191E0,-1.413750076E1,-4.408125305E1,4.718117695E1
3.320747208E1,9.243750572E0,-1.389375019E1,-4.411875153E1,4.716934868E1
3.321747208E1,9.450000763E0,-1.383750057E1,-4.428750229E1,4.735147089E1
3.322747208E1,9.506250381E0,-1.393125057E1,-4.395000076E1,4.707495200E1
3.323747208E1,9.525000572E0,-1.413750076E1,-4.391250229E1,4.710522711E1
3.324747208E1,9.487500191E0,-1.410000038E1,-4.391250229E1,4.708641553E1
3.325747208E1,9.562500000E0,-1.430625057E1,-4.387500000E1,4.712882172E1
3.326747208E1,9.525000572E0,-1.438125038E1,-4.370625305E1,4.698704666E1
3.327747208E1,9.618750572E0,-1.451250076E1,-4.359375000E1,4.694196502E1
3.328747208E1,9.712500572E0,-1.440000057E1,-4.353750229E1,4.687437242E1
3.329747208E1,9.712500572E0,-1.460625076E1,-4.327500153E1,4.669476401E1
3.330747208E1,9.656250000E0,-1.460625076E1,-4.333125305E1,4.673524598E1
3.331747208E1,9.468750000E0,-1.458750057E1,-4.308750153E1,4.646488122E1
3.332747208E1,9.468750000E0,-1.490625095E1,-4.308750153E1,4.656593532E1
3.333747208E1,9.525000572E0,-1.496250057E1,-4.316250229E1,4.666480112E1
3.334747208E1,9.525000572E0,-1.503750038E1,-4.335000229E1,4.686229563E1
3.335747208E1,9.506250381E0,-1.528125095E1,-4.335000229E1,4.693727863E1
3.336747208E1,9.281250000E0,-1.582500076E1,-4.340625000E1,4.712403622E1
3.337747208E1,9.131250381E0,-1.603125000E1,-4.344375229E1,4.719894409E1
3.338747208E1,9.150000572E0,-1.629375076E1,-4.323750305E1,4.710297756E1
3.339747208E1,9.300000191E0,-1.644375038E1,-4.320000076E1,4.715004768E1
3.340747208E1,9.243750572E0,-1.653750038E1,-4.312500000E1,4.710309404E1
3.341747208E1,9.187500000E0,-1.674375153E1,-4.301250076E1,4.706207171E1
3.342747208E1,9.187500000E0,-1.681875038E1,-4.284375000E1,4.693471460E1
3.343747208E1,9.487500191E0,-1.676250076E1,-4.284375000E1,4.697425897E1
3.344747208E1,9.675000191E0,-1.666875076E1,-4.263750076E1,4.679112471E1
3.345747208E1,1.012500000E1,-1.678125000E1,-4.248750305E1,4.679010464E1
3.346747208E1,1.033125019E1,-1.708125114E1,-4.245000076E1,4.690955591E1
3.347747208E1,1.051875019E1,-1.764375114E1,-4.218750000E1,4.692260880E1
3.348747208E1,1.091250038E1,-1.824375153E1,-4.194375229E1,4.702335048E1
3.349747208E1,1.121250057E1,-1.880625153E1,-4.160625076E1,4.701569279E1
3.350747208E1,1.155000019E1,-1.961250114E1,-4.132500076E1,4.717847384E1
3.351747208E1,1.166250038E1,-2.058750153E1,-4.066875076E1,4.705110437E1
3.352747208E1,1.205625057E1,-2.167500114E1,-4.006875229E1,4.712391922E1
3.353747208E1,1.222500038E1,-2.276250076E1,-3.905625153E1,4.682918810E1
3.354747208E1,1.226250076E1,-2.413125038E1,-3.811875153E1,4.675174208E1
3.355747208E1,1.237500095E1,-2.553750038E1,-3.691875076E1,4.656499471E1
3.356747208E1,1.260000038E1,-2.673750114E1,-3.601875305E1,4.659403984E1
3.357747208E1,1.284375095E1,-2.793750191E1,-3.500625229E1,4.659295709E1
3.358747208E1,1.291875076E1,-2.913750076E1,-3.380625153E1,4.646235804E1
3.359747208E1,1.312500095E1,-3.013125038E1,-3.277500153E1,4.641506894E1
3.360747208E1,1.306875038E1,-3.120000076E1,-3.174375153E1,4.638855511E1
3.361747208E1,1.314375019E1,-3.215625000E1,-3.114375114E1,4.665528714E1
3.362747208E1,1.329375076E1,-3.294375229E1,-3.026250076E1,4.666726451E1
3.363747208E1,1.350000095E1,-3.352500153E1,-2.966250038E1,4.675510327E1
3.364747208E1,1.357500076E1,-3.412500000E1,-2.885625076E1,4.670631091E1
3.365747208E1,1.374375057E1,-3.463125229E1,-2.784375191E1,4.651331890E1
3.366747208E1,1.363125038E1,-3.543750000E1,-2.698125076E1,4.657912930E1
3.367747208E1,1.355625057E1,-3.577500153E1,-2.653125191E1,4.655673949E1
3.368747208E1,1.350000095E1,-3.615000153E1,-2.606250191E1,4.656529439E1
3.369747208E1,1.331250095E1,-3.645000076E1,-2.561250114E1,4.649543475E1
3.370747208E1,1.344375038E1,-3.656250000E1,-2.533125114E1,4.646744145E1
3.371747208E1,1.344375038E1,-3.669375229E1,-2.482500076E1,4.629737081E1
3.372747208E1,1.327500057E1,-3.691875076E1,-2.450625038E1,4.625771401E1
3.373747208E1,1.303125095E1,-3.721875000E1,-2.411250114E1,4.622187322E1
3.374747208E1,1.288125038E1,-3.738750076E1,-2.377500153E1,4.614111531E1
3.375747208E1,1.265625095E1,-3.804375076E1,-2.291250038E1,4.617889490E1
3.376747208E1,1.265625095E1,-3.841875076E1,-2.233125114E1,4.620460882E1
3.377747208E1,1.256250095E1,-3.905625153E1,-2.154375076E1,4.633940451E1
3.378747208E1,1.230000019E1,-3.956250000E1,-2.077500153E1,4.634740661E1
3.379747208E1,1.207500076E1,-3.997500229E1,-2.002500153E1,4.631206255E1
3.380747208E1,1.183125019E1,-4.057500076E1,-1.920000076E1,4.642143037E1
3.381747208E1,1.162500000E1,-4.108125305E1,-1.845000076E1,4.651034837E1
3.382747208E1,1.175625038E1,-4.140000153E1,-1.783125114E1,4.658457971E1
3.383747208E1,1.186875057E1,-4.168125153E1,-1.721250153E1,4.663115029E1
3.384747208E1,1.168125057E1,-4.183125305E1,-1.651875114E1,4.646691819E1
3.385747208E1,1.162500000E1,-4.192500305E1,-1.590000057E1,4.632123189E1
3.386747208E1,1.141875076E1,-4.226250076E1,-1.528125095E1,4.636834556E1
3.387747208E1,1.134375000E1,-4.245000076E1,-1.501875019E1,4.643539691E1
3.388747208E1,1.132500076E1,-4.256250000E1,-1.430625057E1,4.630864772E1
3.389747208E1,1.132500076E1,-4.276875305E1,-1.417500019E1,4.645807261E1
3.390747208E1,1.113750076E1,-4.291875076E1,-1.374375057E1,4.642147962E1
3.391747208E1,1.108125019E1,-4.301250076E1,-1.342500019E1,4.640150814E1
3.392747208E1,1.113750076E1,-4.318125153E1,-1.306875038E1,4.646995420E1
3.393747208E1,1.096875000E1,-4.342500305E1,-1.269375038E1,4.655293401E1
3.394747208E1,1.102500057E1,-4.350000000E1,-1.228125095E1,4.652558181E1
3.395747208E1,1.091250038E1,-4.381875229E1,-1.175625038E1,4.666235249E1
3.396747208E1,1.085625076E1,-4.413750076E1,-1.143750000E1,4.686996437E1
3.397747208E1,1.087500000E1,-4.419375229E1,-1.106250000E1,4.683729574E1
3.398747208E1,1.104375076E1,-4.417500305E1,-1.050000000E1,4.672949096E1
3.399747208E1,1.093125057E1,-4.428750229E1,-9.862500191E0,4.667059040E1
3.400747208E1,1.076250076E1,-4.460625076E1,-9.168750763E0,4.679332239E1
3.401747208E1,1.083750057E1,-4.477500153E1,-8.587500572E0,4.686146974E1
3.402747208E1,1.074375057E1,-4.494375229E1,-8.006250381E0,4.689849775E1
3.403747208E1,1.065000057E1,-4.515000153E1,-7.218750477E0,4.694736956E1
3.404747208E1,1.053750038E1,-4.513125229E1,-6.600000381E0,4.681269969E1
3.405747208E1,1.038750076E1,-4.520625305E1,-5.831250191E0,4.674942744E1
3.406747208E1,1.018125057E1,-4.554375076E1,-5.250000000E0,4.696225715E1
3.407747208E1,1.023750019E1,-4.556250000E1,-4.800000191E0,4.694451851E1
3.408747208E1,1.031250000E1,-4.546875000E1,-4.312500000E0,4.682256442E1
3.409747208E1,1.031250000E1,-4.546875000E1,-3.843750238E0,4.678171971E1
3.410747208E1,1.042500019E1,-4.548750305E1,-3.450000048E0,4.679418835E1
3.411747208E1,1.048125076E1,-4.539375305E1,-3.262500048E0,4.670217704E1
3.412747208E1,1.033125019E1,-4.541250229E1,-2.737500191E0,4.665323142E1
3.413747208E1,1.018125057E1,-4.563750076E1,-2.043750048E0,4.680401963E1
3.414747208E1,1.018125057E1,-4.561875153E1,-1.481250048E0,4.676454272E1
3.415747208E1,9.881250381E0,-4.586250305E1,-7.687500119E-1,4.692120280E1
3.416747208E1,9.712500572E0,-4.606875229E1,-2.437500060E-1,4.708207747E1
3.417747208E1,9.468750000E0,-4.590000153E1,4.312500060E-1,4.686846854E1
3.418747208E1,9.056250572E0,-4.606875229E1,1.218750000E0,4.696627475E1
3.419747208E1,8.662500381E0,-4.631250000E1,2.231250048E0,4.716847513E1
3.420747208E1,8.512500763E0,-4.636875153E1,3.075000048E0,4.724382936E1
3.421747208E1,8.231250763E0,-4.642500305E1,3.675000191E0,4.729207147E1
3.422747208E1,7.743750095E0,-4.648125076E1,4.350000381E0,4.732224468E1
3.423747208E1,7.312500477E0,-4.653750229E1,4.875000000E0,4.736008243E1
3.424747208E1,6.918750286E0,-4.653750229E1,5.718750000E0,4.739527747E1
3.425747208E1,6.600000381E0,-4.678125000E1,6.037500381E0,4.762873888E1
3.426747208E1,6.581250191E0,-4.665000153E1,6.618750095E0,4.757460824E1
3.427747208E1,6.431250095E0,-4.646250153E1,6.881250381E0,4.740755881E1
3.428747208E1,6.356250286E0,-4.653750229E1,6.881250381E0,4.747096632E1
3.429747208E1,6.356250286E0,-4.642500305E1,7.050000191E0,4.738549703E1
3.430747208E1,6.562500477E0,-4.631250000E1,6.787500381E0,4.726504237E1
3.431747208E1,6.731250286E0,-4.625625229E1,6.900000095E0,4.724997997E1
3.432747208E1,6.843750477E0,-4.616250229E1,6.656250477E0,4.713935944E1
3.433747208E1,7.031250477E0,-4.616250229E1,6.787500381E0,4.718564678E1
3.434747208E1,7.031250477E0,-4.627500153E1,6.581250191E0,4.726655375E1
3.435747208E1,7.143750191E0,-4.638750076E1,6.468750477E0,4.737803422E1
3.436747208E1,7.256250381E0,-4.636875153E1,6.450000286E0,4.737422075E1
3.437747208E1,7.406250477E0,-4.625625229E1,6.393750191E0,4.727973629E1
3.438747208E1,7.068750381E0,-4.653750229E1,6.731250286E0,4.755014281E1
3.439747208E1,6.993750095E0,-4.635000229E1,6.656250477E0,4.734491444E1
3.440747208E1,6.843750477E0,-4.636875153E1,6.581250191E0,4.733086617E1
3.441747208E1,6.731250286E0,-4.633125305E1,6.750000477E0,4.730176790E1
3.442747208E1,6.787500381E0,-4.625625229E1,6.918750286E0,4.726076748E1
3.443747208E1,6.581250191E0,-4.631250000E1,7.031250477E0,4.730326620E1
3.444747208E1,6.412500381E0,-4.623750305E1,7.162500381E0,4.722635134E1
3.445747208E1,6.262500286E0,-4.629375076E1,7.200000286E0,4.726701042E1
3.446747208E1,6.300000191E0,-4.606875229E1,7.275000095E0,4.706320820E1
3.447747208E1,6.168750286E0,-4.621875000E1,7.500000477E0,4.722791906E1
3.448747208E1,6.150000095E0,-4.627500153E1,7.556250095E0,4.728948279E1
3.449747208E1,6.018750191E0,-4.640625000E1,7.256250381E0,4.735418210E1
3.450747208E1,5.662500381E0,-4.642500305E1,7.050000191E0,4.729743462E1
3.451747208E1,5.643750191E0,-4.631250000E1,6.693750381E0,4.713285337E1
3.452747208E1,5.325000286E0,-4.636875153E1,6.506250381E0,4.712481342E1
3.453747208E1,4.931250095E0,-4.661250305E1,6.675000191E0,4.734552034E1
3.454747208E1,4.950000286E0,-4.653750229E1,6.637500286E0,4.726836185E1
3.455747208E1,2.925000191E0,-4.861875153E1,9.993750572E0,4.972136037E1
3.456747208E1,2.737500191E0,-4.882500076E1,1.008750057E1,4.993127552E1
3.457747208E1,2.606250048E0,-4.886250305E1,1.048125076E1,5.004191604E1
3.458747208E1,2.718750000E0,-4.846875381E1,1.087500000E1,4.974813889E1
3.459747208E1,2.737500191E0,-4.811250305E1,1.143750000E1,4.952901436E1
3.460747208E1,2.831250191E0,-4.788750076E1,1.173750019E1,4.938620878E1
3.461747208E1,2.437500000E0,-4.803750229E1,1.218750095E1,4.961933305E1
3.462747208E1,2.175000191E0,-4.798125076E1,1.252500057E1,4.963674737E1
3.463747208E1,3.468750238E0,-4.631250000E1,9.431250572E0,4.739017168E1
3.464747208E1,3.393750191E0,-4.627500153E1,9.543750763E0,4.737062893E1
3.465747208E1,3.112500191E0,-4.627500153E1,9.600000381E0,4.736267973E1
3.466747208E1,2.925000191E0,-4.685625076E1,9.637500763E0,4.792645702E1
3.467747208E1,2.625000000E0,-4.758750153E1,9.825000763E0,4.866201359E1
3.468747208E1,2.212500095E0,-4.771875000E1,9.787500381E0,4.876237712E1
3.469747208E1,2.587500095E0,-4.741875076E1,9.225000381E0,4.837699570E1
3.470747208E1,2.587500095E0,-4.758750153E1,8.812500000E0,4.846571587E1
3.471747208E1,3.037500143E0,-4.719375229E1,8.400000572E0,4.803162158E1
3.472747208E1,3.056250095E0,-4.696875000E1,7.987500191E0,4.774101277E1
3.473747208E1,2.887500048E0,-4.687500000E1,7.706250191E0,4.759190660E1
3.474747208E1,2.531250000E0,-4.678125000E1,7.218750477E0,4.740256255E1
3.475747208E1,2.475000143E0,-4.631250000E1,6.712500095E0,4.686182817E1
3.476747208E1,2.568750143E0,-4.640625000E1,7.143750191E0,4.702309734E1
3.477747208E1,2.137500048E0,-4.620000076E1,7.293750286E0,4.682101847E1
3.478747208E1,1.650000095E0,-4.631250000E1,7.125000477E0,4.688641369E1
3.479747208E1,1.387500048E0,-4.621875000E1,7.275000095E0,4.680837141E1
3.480747208E1,2.812500000E-1,-4.698750305E1,7.987500191E0,4.766240346E1
3.481747208E1,3.187500238E-1,-4.715625000E1,8.043750763E0,4.783843060E1
3.482747208E1,3.562500179E-1,-4.702500153E1,8.231250763E0,4.774129420E1
3.483747208E1,1.125000045E-1,-4.730625153E1,8.193750381E0,4.801074500E1
3.484747208E1,-1.875000075E-2,-4.740000153E1,7.668750286E0,4.801635375E1
3.485747208E1,-1.312500089E-1,-4.775625229E1,7.612500191E0,4.835935296E1
3.486747208E1,-2.250000089E-1,-4.771875000E1,7.912500381E0,4.837083200E1
3.487747208E1,-4.875000119E-1,-4.796250153E1,7.612500191E0,4.856531034E1
3.488747208E1,-0.000000000E0,-4.740000153E1,7.218750477E0,4.794653797E1
3.489747208E1,-1.875000000E-1,-4.721250153E1,7.181250095E0,4.775589816E1
3.490747208E1,-5.250000358E-1,-4.730625153E1,6.975000381E0,4.782057809E1
3.491747208E1,-6.000000238E-1,-4.713750076E1,6.975000381E0,4.765453398E1
3.492747208E1,-7.312500477E-1,-4.693125153E1,6.956250191E0,4.744962079E1
3.493747208E1,-6.750000119E-1,-4.681875229E1,6.862500191E0,4.732383226E1
3.494747208E1,-7.312500477E-1,-4.681875229E1,6.637500286E0,4.729256498E1
3.495747208E1,-9.000000358E-1,-4.678125000E1,6.656250477E0,4.726098837E1
3.496747208E1,-8.250000477E-1,-4.672500229E1,6.581250191E0,4.719342452E1
3.497747208E1,-1.237500072E0,-4.674375153E1,6.412500381E0,4.719777404E1
3.498747208E1,-1.481250048E0,-4.700625229E1,6.525000095E0,4.748007458E1
3.499747208E1,-1.837500095E0,-4.713750076E1,6.393750191E0,4.760462610E1
3.500747208E1,-2.062500000E0,-4.732500076E1,6.337500095E0,4.779198166E1
3.501747208E1,-2.231250048E0,-4.728750229E1,6.262500286E0,4.775254191E1
3.502747208E1,-2.193750143E0,-4.702500153E1,6.206250191E0,4.748347975E1
3.503747208E1,-2.962500095E0,-4.766250229E1,6.506250381E0,4.819566189E1
3.504747208E1,-3.131250143E0,-4.770000076E1,6.450000286E0,4.823585082E1
3.505747208E1,-3.225000143E0,-4.792500305E1,6.581250191E0,4.848215545E1
3.506747208E1,-3.281250238E0,-4.781250000E1,6.562500477E0,4.837218387E1
3.507747208E1,-3.037500143E0,-4.775625229E1,6.618750095E0,4.830832115E1
3.508747208E1,-3.187500238E0,-4.747500229E1,6.506250381E0,4.802465298E1
3.509747208E1,-3.112500191E0,-4.741875076E1,6.600000381E0,4.797692765E1
3.510747208E1,-3.243750095E0,-4.749375153E1,6.487500191E0,4.804441703E1
3.511747208E1,-2.643750191E0,-4.668750000E1,6.318750381E0,4.718727241E1
3.512747208E1,-2.550000191E0,-4.695000076E1,6.937500477E0,4.752824408E1
3.513747208E1,-2.718750000E0,-4.693125153E1,6.712500095E0,4.748675214E1
3.514747208E1,-3.018750191E0,-4.693125153E1,6.468750477E0,4.747104333E1
3.515747208E1,-3.375000238E0,-4.693125153E1,6.225000381E0,4.746244438E1
3.516747208E1,-3.618750095E0,-4.717500305E1,6.000000000E0,4.769251792E1
3.517747208E1,-3.956250191E0,-4.721250153E1,5.700000286E0,4.771962090E1
3.518747208E1,-4.200000286E0,-4.741875076E1,5.568750381E0,4.792899860E1
3.519747208E1,-4.275000095E0,-4.751250076E1,5.418750286E0,4.801120920E1
3.520747208E1,-4.481250286E0,-4.710000229E1,4.500000000E0,4.752622244E1
3.521747208E1,-4.443750381E0,-4.708125305E1,4.687500000E0,4.752224703E1
3.522747208E1,-4.331250191E0,-4.702500153E1,4.631250381E0,4.745059512E1
3.523747208E1,-4.650000095E0,-4.708125305E1,4.556250095E0,4.752921528E1
3.524747208E1,-4.818750381E0,-4.711875153E1,4.668750286E0,4.759405772E1
3.525747208E1,-4.818750381E0,-4.721250153E1,4.481250286E0,4.766888146E1
3.526747208E1,-4.781250000E0,-4.708125305E1,4.575000286E0,4.754403609E1
3.527747208E1,-4.856250286E0,-4.725000000E1,4.387500286E0,4.770110927E1
3.528747208E1,-5.043750286E0,-4.747500229E1,4.481250286E0,4.795202669E1
3.529747208E1,-4.856250286E0,-4.732500076E1,4.012500286E0,4.774242372E1
3.530747208E1,-4.725000381E0,-4.728750229E1,4.106250286E0,4.770005024E1
3.531747208E1,-4.425000191E0,-4.708125305E1,4.200000286E0,4.747488829E1
3.532747208E1,-4.143750191E0,-4.695000076E1,4.125000000E0,4.731267127E1
3.533747208E1,-4.275000095E0,-4.695000076E1,4.162500381E0,4.732763048E1
3.534747208E1,-4.406250000E0,-4.695000076E1,4.087500095E0,4.733313076E1
3.535747208E1,-4.575000286E0,-4.680000305E1,3.937500238E0,4.718765539E1
3.536747208E1,-4.612500191E0,-4.672500229E1,3.825000048E0,4.710765991E1
3.537747208E1,-4.743750095E0,-4.670625305E1,3.956250191E0,4.711294042E1
3.538747208E1,-4.762500286E0,-4.657500076E1,4.031250000E0,4.699109577E1
3.539747208E1,-5.025000095E0,-4.674375153E1,3.956250191E0,4.717924171E1
3.540747208E1,-5.062500000E0,-4.668750000E1,4.050000191E0,4.713548625E1
3.541747208E1,-4.987500191E0,-4.663125229E1,4.425000191E0,4.710551427E1
3.542747208E1,-4.931250095E0,-4.663125229E1,4.631250381E0,4.711941635E1
3.543747208E1,-4.950000286E0,-4.661250305E1,4.706250191E0,4.711026146E1
3.544747208E1,-5.043750286E0,-4.661250305E1,4.968750000E0,4.714714556E1
3.545747208E1,-5.287500381E0,-4.680000305E1,5.118750095E0,4.737509418E1
3.546747208E1,-5.531250000E0,-4.683750153E1,5.062500000E0,4.743390330E1
3.547747208E1,-5.400000095E0,-4.676250076E1,5.250000000E0,4.736511352E1
3.548747208E1,-5.418750286E0,-4.672500229E1,5.512500286E0,4.736007129E1
3.549747208E1,-5.493750095E0,-4.676250076E1,5.400000095E0,4.739275017E1
3.550747208E1,-5.531250000E0,-4.689375305E1,5.475000381E0,4.753519150E1
3.551747208E1,-5.400000095E0,-4.681875229E1,5.550000191E0,4.745480027E1
3.552747208E1,-5.475000381E0,-4.691250229E1,5.550000191E0,4.755587243E1
3.553747208E1,-5.325000286E0,-4.663125229E1,5.587500095E0,4.726573257E1
3.554747208E1,-5.193750381E0,-4.655625153E1,5.643750191E0,4.718380565E1
3.555747208E1,-5.250000000E0,-4.655625153E1,5.831250191E0,4.721282172E1
3.556747208E1,-5.250000000E0,-4.672500229E1,5.475000381E0,4.733670846E1
3.557747208E1,-5.156250000E0,-4.683750153E1,5.606250286E0,4.745280293E1
3.558747208E1,-5.118750095E0,-4.672500229E1,5.475000381E0,4.732233163E1
3.559747208E1,-5.081250191E0,-4.670625305E1,5.700000286E0,4.732634764E1
3.560747208E1,-4.837500095E0,-4.651875305E1,5.831250191E0,4.713172256E1
3.561747208E1,-4.725000381E0,-4.650000000E1,6.018750191E0,4.712537514E1
3.562747208E1,-4.706250191E0,-4.655625153E1,6.206250191E0,4.720329319E1
3.563747208E1,-4.668750286E0,-4.663125229E1,5.850000381E0,4.722809994E1
3.564747208E1,-4.593750000E0,-4.644375229E1,6.018750191E0,4.705688068E1
3.565747208E1,-4.650000095E0,-4.578750229E1,6.000000000E0,4.641247534E1
3.566747208E1,-5.718750000E0,-4.683750153E1,7.050000191E0,4.770909927E1
3.567747208E1,-5.456250191E0,-4.715625000E1,7.725000381E0,4.809530342E1
3.568747208E1,-5.531250000E0,-4.728750229E1,7.725000381E0,4.823254327E1
3.569747208E1,-6.093750477E0,-4.745625305E1,7.968750477E0,4.850495575E1
3.570747208E1,-6.300000191E0,-4.758750153E1,7.725000381E0,4.862032430E1
3.571747208E1,-6.431250095E0,-4.766250229E1,8.175000191E0,4.878427749E1
3.572747208E1,-6.693750381E0,-4.794375229E1,8.250000000E0,4.910674269E1
3.573747208E1,-6.581250191E0,-4.843125153E1,8.100000381E0,4.954300137E1
3.574747208E1,-5.643750191E0,-4.751250076E1,7.068750381E0,4.836586479E1
3.575747208E1,-6.018750191E0,-4.730625153E1,6.468750477E0,4.812433397E1
3.576747208E1,-6.075000286E0,-4.715625000E1,6.300000191E0,4.796152150E1
3.577747208E1,-5.606250286E0,-4.711875153E1,5.925000191E0,4.781958192E1
3.578747208E1,-5.531250000E0,-4.708125305E1,6.056250095E0,4.779034715E1
3.579747208E1,-5.512500286E0,-4.700625229E1,6.037500381E0,4.771191491E1
3.580747208E1,-5.175000191E0,-4.674375153E1,6.150000095E0,4.742975263E1
3.581747208E1,-5.268750191E0,-4.681875229E1,6.431250095E0,4.755119633E1
3.582747208E1,-5.400000095E0,-4.691250229E1,6.693750381E0,4.769433055E1
3.583747208E1,-5.343750000E0,-4.681875229E1,6.543750286E0,4.757490828E1
3.584747208E1,-5.343750000E0,-4.681875229E1,6.637500286E0,4.758789384E1
3.585747208E1,-5.475000381E0,-4.696875000E1,6.693750381E0,4.775819720E1
3.586747208E1,-5.437500000E0,-4.689375305E1,6.675000191E0,4.767752205E1
3.587747208E1,-5.531250000E0,-4.700625229E1,6.618750095E0,4.779111145E1
3.588747208E1,-5.681250095E0,-4.728750229E1,7.050000191E0,4.814651574E1
3.589747208E1,-5.906250000E0,-4.755000305E1,6.900000095E0,4.840967445E1
3.590747208E1,-5.831250191E0,-4.734375000E1,6.750000477E0,4.817672311E1
3.591747208E1,-5.981250286E0,-4.756875229E1,6.993750095E0,4.845073879E1
3.592747208E1,-5.887500286E0,-4.751250076E1,6.993750095E0,4.838401522E1
3.593747208E1,-5.718750000E0,-4.717500305E1,7.125000477E0,4.805154156E1
3.594747208E1,-5.643750191E0,-4.719375229E1,7.256250381E0,4.808071693E1
3.595747208E1,-5.531250000E0,-4.704375076E1,7.143750191E0,4.790346939E1
3.596747208E1,-5.681250095E0,-4.689375305E1,6.806250095E0,4.772447714E1
3.597747208E1,-5.475000381E0,-4.663125229E1,6.843750477E0,4.744772112E1
3.598747208E1,-5.100000381E0,-4.655625153E1,7.031250477E0,4.735961405E1
3.599747208E1,-5.100000381E0,-4.644375229E1,6.918750286E0,4.723241722E1
3.600747208E1,-5.193750381E0,-4.650000000E1,6.918750286E0,4.729792964E1
3.601747208E1,-5.343750000E0,-4.674375153E1,6.862500191E0,4.754606061E1
3.602747208E1,-5.400000095E0,-4.674375153E1,6.937500477E0,4.756329699E1
3.603747208E1,-5.362500191E0,-4.676250076E1,7.200000286E0,4.761646658E1
3.604747208E1,-5.250000000E0,-4.678125000E1,7.012500286E0,4.759435903E1
3.605747208E1,-5.362500191E0,-4.676250076E1,7.068750381E0,4.759679735E1
3.606747208E1,-5.493750095E0,-4.666875076E1,6.937500477E0,4.750034211E1
3.607747208E1,-5.381250381E0,-4.638750076E1,7.031250477E0,4.722495702E1
3.608747208E1,-5.362500191E0,-4.642500305E1,6.975000381E0,4.725132746E1
3.609747208E1,-5.418750286E0,-4.631250000E1,7.012500286E0,4.715279070E1
3.610747208E1,-5.737500191E0,-4.635000229E1,6.750000477E0,4.718902549E1
3.611747208E1,-5.868750095E0,-4.631250000E1,6.862500191E0,4.718457155E1
3.612747208E1,-6.075000286E0,-4.620000076E1,6.900000095E0,4.710579264E1
3.613747208E1,-6.093750477E0,-4.608750153E1,6.900000095E0,4.699788924E1
3.614747208E1,-6.337500095E0,-4.620000076E1,7.050000191E0,4.716255380E1
3.615747208E1,-6.600000381E0,-4.651875305E1,7.031250477E0,4.750781908E1
3.616747208E1,-6.450000286E0,-4.635000229E1,7.331250191E0,4.736741966E1
3.617747208E1,-6.431250095E0,-4.640625000E1,7.443750381E0,4.743743708E1
3.618747208E1,-6.262500286E0,-4.627500153E1,7.612500191E0,4.731326278E1
3.619747208E1,-6.131250381E0,-4.620000076E1,7.481250286E0,4.720170980E1
3.620747208E1,-6.093750477E0,-4.633125305E1,7.556250095E0,4.733725509E1
3.621747208E1,-6.131250381E0,-4.625625229E1,7.650000095E0,4.728377743E1
3.622747208E1,-6.093750477E0,-4.629375076E1,7.556250095E0,4.730055042E1
3.623747208E1,-6.150000095E0,-4.612500000E1,7.518750191E0,4.713671319E1
