"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.158747208E1,-3.750000238E0,4.312500060E-1,-4.753125000E1,4.768089979E1
1.159747208E1,-3.768750191E0,3.375000060E-1,-4.771875000E1,4.786853336E1
1.160747208E1,-3.787500143E0,3.562500179E-1,-4.788750076E1,4.803836801E1
1.161747208E1,-3.693750143E0,3.000000119E-1,-4.773750305E1,4.788113394E1
1.162747208E1,-3.506250143E0,5.812500119E-1,-4.788750076E1,4.801920835E1
1.163747208E1,-3.693750143E0,3.000000119E-1,-4.760625076E1,4.775027646E1
1.164747208E1,-3.656250238E0,2.625000179E-1,-4.756875229E1,4.770978166E1
1.165747208E1,-3.618750095E0,3.937500119E-1,-4.775625229E1,4.789478076E1
1.166747208E1,-3.693750143E0,4.125000238E-1,-4.753125000E1,4.767634291E1
1.167747208E1,-3.900000095E0,3.562500179E-1,-4.749375153E1,4.765494045E1
1.168747208E1,-3.806250095E0,3.750000000E-1,-4.738125229E1,4.753536824E1
1.169747208E1,-3.712500095E0,6.750000119E-1,-4.726875305E1,4.741912375E1
1.170747208E1,-3.806250095E0,5.625000000E-1,-4.698750305E1,4.714477054E1
1.171747208E1,-3.562500238E0,8.625000119E-1,-4.710000229E1,4.724241240E1
1.172747208E1,-3.768750191E0,6.000000238E-1,-4.689375305E1,4.704877845E1
1.173747208E1,-3.825000048E0,3.750000000E-1,-4.672500229E1,4.688280164E1
1.174747208E1,-3.787500143E0,2.250000089E-1,-4.663125229E1,4.678535532E1
1.175747208E1,-3.843750238E0,0.000000000E0,-4.644375229E1,4.660253794E1
1.176747208E1,-3.975000143E0,-1.500000060E-1,-4.627500153E1,4.644565526E1
1.177747208E1,-4.068750381E0,-5.437500477E-1,-4.623750305E1,4.641936107E1
1.178747208E1,-4.237500191E0,-9.375000596E-1,-4.614375305E1,4.634739755E1
1.179747208E1,-4.425000191E0,-1.293750048E0,-4.586250305E1,4.609363950E1
1.180747208E1,-4.125000000E0,-9.750000238E-1,-4.597500229E1,4.616998035E1
1.181747208E1,-4.125000000E0,-1.143750072E0,-4.586250305E1,4.606183860E1
1.182747208E1,-3.881250143E0,-9.937500358E-1,-4.588125229E1,4.605584603E1
1.183747208E1,-3.656250238E0,-9.000000358E-1,-4.580625153E1,4.596075331E1
1.184747208E1,-3.450000048E0,-8.437500596E-1,-4.569375229E1,4.583157659E1
1.185747208E1,-3.600000143E0,-8.437500596E-1,-4.575000000E1,4.589917663E1
1.186747208E1,-3.543750048E0,-8.437500596E-1,-4.586250305E1,4.600694801E1
1.187747208E1,-3.543750048E0,-9.937500358E-1,-4.621875000E1,4.636505748E1
1.188747208E1,-3.750000238E0,-1.537500024E0,-4.620000076E1,4.637743502E1
1.189747208E1,-3.918750048E0,-1.856250048E0,-4.631250000E1,4.651505049E1
1.190747208E1,-4.331250191E0,-2.418750048E0,-4.648125076E1,4.674523240E1
1.191747208E1,-4.687500000E0,-3.000000000E0,-4.674375153E1,4.707388833E1
1.192747208E1,-4.893750191E0,-3.525000095E0,-4.696875000E1,4.735438621E1
1.193747208E1,-4.968750000E0,-4.162500381E0,-4.710000229E1,4.754392813E1
1.194747208E1,-4.893750191E0,-4.537500381E0,-4.725000000E1,4.771897108E1
1.195747208E1,-4.781250000E0,-5.006250381E0,-4.674375153E1,4.725358400E1
1.196747208E1,-4.893750191E0,-5.643750191E0,-4.680000305E1,4.739241493E1
1.197747208E1,-4.762500286E0,-6.150000095E0,-4.691250229E1,4.755298919E1
1.198747208E1,-4.668750286E0,-6.918750286E0,-4.685625076E1,4.759385013E1
1.199747208E1,-4.593750000E0,-7.537500381E0,-4.653750229E1,4.736724153E1
1.200747208E1,-4.706250191E0,-8.325000763E0,-4.683750153E1,4.780382807E1
1.201747208E1,-4.575000286E0,-8.943750381E0,-4.655625153E1,4.762778448E1
1.202747208E1,-4.406250000E0,-9.525000572E0,-4.635000229E1,4.752329310E1
1.203747208E1,-4.275000095E0,-1.021875000E1,-4.635000229E1,4.765523255E1
1.204747208E1,-3.862500191E0,-1.066875076E1,-4.623750305E1,4.760932513E1
1.205747208E1,-3.731250048E0,-1.126875019E1,-4.599375153E1,4.750086459E1
1.206747208E1,-3.731250048E0,-1.186875057E1,-4.580625153E1,4.746579975E1
1.207747208E1,-3.918750048E0,-1.282500076E1,-4.565625000E1,4.758498093E1
1.208747208E1,-3.881250143E0,-1.368750095E1,-4.500000000E1,4.719546361E1
1.209747208E1,-4.031250000E0,-1.462500095E1,-4.470000076E1,4.720414916E1
1.210747208E1,-4.237500191E0,-1.569375038E1,-4.432500076E1,4.721181951E1
1.211747208E1,-4.631250381E0,-1.672500038E1,-4.402500153E1,4.732203374E1
1.212747208E1,-5.175000191E0,-1.805625153E1,-4.346250153E1,4.734762808E1
1.213747208E1,-5.475000381E0,-1.936875153E1,-4.291875076E1,4.740404341E1
1.214747208E1,-5.643750191E0,-2.045625114E1,-4.218750000E1,4.722388467E1
1.215747208E1,-5.681250095E0,-2.137500000E1,-4.158750153E1,4.710294588E1
1.216747208E1,-5.981250286E0,-2.235000038E1,-4.091250229E1,4.700139057E1
1.217747208E1,-6.056250095E0,-2.325000000E1,-4.029375076E1,4.691297279E1
1.218747208E1,-6.450000286E0,-2.435625076E1,-3.982500076E1,4.712600281E1
1.219747208E1,-6.675000191E0,-2.536875153E1,-3.931875229E1,4.726619789E1
1.220747208E1,-6.731250286E0,-2.591250038E1,-3.881250000E1,4.715058391E1
1.221747208E1,-7.143750191E0,-2.656875038E1,-3.828750229E1,4.714726392E1
1.222747208E1,-7.125000477E0,-2.713125038E1,-3.785625076E1,4.711651622E1
1.223747208E1,-7.068750381E0,-2.756250191E1,-3.725625229E1,4.687949528E1
1.224747208E1,-7.125000477E0,-2.810625076E1,-3.680625153E1,4.685538512E1
1.225747208E1,-7.293750286E0,-2.870625114E1,-3.626250076E1,4.682111286E1
1.226747208E1,-7.181250095E0,-2.906250191E1,-3.564375305E1,4.654757246E1
1.227747208E1,-7.612500191E0,-2.983125114E1,-3.495000076E1,4.657634869E1
1.228747208E1,-7.762500286E0,-3.065625191E1,-3.429375076E1,4.664893925E1
1.229747208E1,-7.687500477E0,-3.144375038E1,-3.343125153E1,4.653445691E1
1.230747208E1,-7.950000286E0,-3.221250153E1,-3.266250229E1,4.655842367E1
1.231747208E1,-8.325000763E0,-3.309375000E1,-3.208125305E1,4.683704436E1
1.232747208E1,-8.493750572E0,-3.376875305E1,-3.140625191E1,4.689163188E1
1.233747208E1,-8.512500763E0,-3.418125153E1,-3.073125076E1,4.674644798E1
1.234747208E1,-8.662500381E0,-3.481875229E1,-3.000000191E1,4.676948298E1
1.235747208E1,-8.343750000E0,-3.517500305E1,-2.900625038E1,4.634934266E1
1.236747208E1,-8.587500572E0,-3.577500153E1,-2.829375076E1,4.641263010E1
1.237747208E1,-8.625000000E0,-3.609375000E1,-2.760000038E1,4.624834521E1
1.238747208E1,-8.737500191E0,-3.661875153E1,-2.677500153E1,4.619715987E1
1.239747208E1,-8.550000191E0,-3.691875076E1,-2.585625076E1,4.587638134E1
1.240747208E1,-8.643750191E0,-3.755625153E1,-2.503125191E1,4.595378133E1
1.241747208E1,-8.850000381E0,-3.834375000E1,-2.415000153E1,4.617129243E1
1.242747208E1,-9.075000763E0,-3.892500305E1,-2.302500153E1,4.612658883E1
1.243747208E1,-9.206250191E0,-3.943125153E1,-2.227500153E1,4.621422219E1
1.244747208E1,-9.093750000E0,-3.969375229E1,-2.126250076E1,4.593891813E1
1.245747208E1,-9.431250572E0,-4.031250000E1,-2.011875153E1,4.603053667E1
1.246747208E1,-9.487500191E0,-4.065000153E1,-1.912500000E1,4.591514901E1
1.247747208E1,-9.900000572E0,-4.132500076E1,-1.794375038E1,4.612747421E1
1.248747208E1,-9.806250572E0,-4.175625229E1,-1.681875038E1,4.607187341E1
1.249747208E1,-9.806250572E0,-4.209375000E1,-1.561875057E1,4.595641097E1
1.250747208E1,-9.581250191E0,-4.243125153E1,-1.455000019E1,4.586844195E1
1.251747208E1,-9.412500381E0,-4.286250305E1,-1.335000038E1,4.586950884E1
1.252747208E1,-9.206250191E0,-4.329375076E1,-1.233750057E1,4.594907853E1
1.253747208E1,-8.812500000E0,-4.346250153E1,-1.156875038E1,4.583105040E1
1.254747208E1,-8.662500381E0,-4.366875076E1,-1.087500000E1,4.582864095E1
1.255747208E1,-8.343750000E0,-4.383750153E1,-1.006875038E1,4.574630519E1
1.256747208E1,-8.118750572E0,-4.398750305E1,-9.300000191E0,4.568702813E1
1.257747208E1,-7.762500286E0,-4.423125076E1,-8.718750000E0,4.574578184E1
1.258747208E1,-7.781250477E0,-4.456875229E1,-8.193750381E0,4.597889826E1
1.259747208E1,-7.650000095E0,-4.475625229E1,-7.875000477E0,4.608318840E1
1.260747208E1,-7.593750477E0,-4.488750076E1,-7.350000381E0,4.611480540E1
1.261747208E1,-7.537500381E0,-4.507500076E1,-6.881250381E0,4.621602766E1
1.262747208E1,-7.387500286E0,-4.537500000E1,-6.206250191E0,4.638947431E1
1.263747208E1,-7.293750286E0,-4.563750076E1,-5.756250381E0,4.657375535E1
1.264747208E1,-7.312500477E0,-4.575000000E1,-5.418750286E0,4.664652203E1
1.265747208E1,-7.256250381E0,-4.586250305E1,-4.893750191E0,4.669016113E1
1.266747208E1,-7.237500191E0,-4.578750229E1,-4.725000381E0,4.659616297E1
1.267747208E1,-7.143750191E0,-4.575000000E1,-4.331250191E0,4.650650917E1
1.268747208E1,-7.237500191E0,-4.593750000E1,-4.068750381E0,4.668179565E1
1.269747208E1,-6.975000381E0,-4.586250305E1,-3.843750238E0,4.654883707E1
1.270747208E1,-6.993750095E0,-4.575000000E1,-3.825000048E0,4.643926857E1
1.271747208E1,-7.087500095E0,-4.573125076E1,-3.862500191E0,4.643811863E1
1.272747208E1,-6.918750286E0,-4.571250153E1,-3.656250238E0,4.637747370E1
1.273747208E1,-7.143750191E0,-4.575000000E1,-3.618750095E0,4.644557050E1
1.274747208E1,-6.918750286E0,-4.578750229E1,-3.375000238E0,4.643010982E1
1.275747208E1,-6.956250191E0,-4.590000153E1,-3.150000095E0,4.653087209E1
1.276747208E1,-6.731250286E0,-4.576875305E1,-2.831250191E0,4.634764788E1
1.277747208E1,-6.787500381E0,-4.584375000E1,-2.437500000E0,4.640755307E1
1.278747208E1,-6.656250477E0,-4.590000153E1,-2.043750048E0,4.642513031E1
1.279747208E1,-6.281250477E0,-4.578750229E1,-1.668750048E0,4.624645068E1
1.280747208E1,-6.206250191E0,-4.561875153E1,-1.425000072E0,4.606103188E1
1.281747208E1,-6.037500381E0,-4.561875153E1,-1.256250024E0,4.603368403E1
1.282747208E1,-6.000000000E0,-4.556250000E1,-9.562500119E-1,4.596581143E1
1.283747208E1,-6.037500381E0,-4.543125153E1,-1.068750024E0,4.584312656E1
1.284747208E1,-6.150000095E0,-4.546875000E1,-9.000000358E-1,4.589160847E1
1.285747208E1,-6.225000381E0,-4.558125305E1,-8.812500238E-1,4.601280106E1
1.286747208E1,-6.337500095E0,-4.573125076E1,-8.250000477E-1,4.617566273E1
1.287747208E1,-6.618750095E0,-4.597500229E1,-8.437500596E-1,4.645665294E1
1.288747208E1,-6.656250477E0,-4.618125153E1,-4.687500298E-1,4.666083357E1
1.289747208E1,-6.600000381E0,-4.608750153E1,-1.500000060E-1,4.655792416E1
1.290747208E1,-6.525000095E0,-4.610625076E1,5.625000224E-2,4.656570787E1
1.291747208E1,-6.468750477E0,-4.631250000E1,4.500000179E-1,4.676424798E1
1.292747208E1,-6.187500477E0,-4.636875153E1,7.312500477E-1,4.678547859E1
1.293747208E1,-5.906250000E0,-4.627500153E1,1.200000048E0,4.666582856E1
1.294747208E1,-5.550000191E0,-4.606875229E1,1.706250072E0,4.643321795E1
1.295747208E1,-5.362500191E0,-4.599375153E1,2.362500191E0,4.636553672E1
1.296747208E1,-5.137500286E0,-4.591875076E1,2.362500191E0,4.626561345E1
1.297747208E1,-5.287500381E0,-4.620000076E1,2.512500048E0,4.656941472E1
1.298747208E1,-5.156250000E0,-4.612500000E1,2.756250143E0,4.649407977E1
1.299747208E1,-5.006250381E0,-4.595625305E1,2.812500000E0,4.631360376E1
1.300747208E1,-4.950000286E0,-4.582500076E1,2.550000191E0,4.616205908E1
1.301747208E1,-5.118750095E0,-4.597500229E1,2.306250095E0,4.631653298E1
1.302747208E1,-5.212500095E0,-4.599375153E1,2.100000143E0,4.633578895E1
1.303747208E1,-5.268750191E0,-4.597500229E1,1.537500024E0,4.630145214E1
1.304747208E1,-5.587500095E0,-4.606875229E1,1.181250095E0,4.642138997E1
1.305747208E1,-5.456250191E0,-4.578750229E1,8.437500596E-1,4.611917113E1
1.306747208E1,-5.943750381E0,-4.603125000E1,2.812500000E-1,4.641425693E1
1.307747208E1,-6.037500381E0,-4.599375153E1,-9.375000000E-2,4.638841859E1
1.308747208E1,-6.375000477E0,-4.612500000E1,-1.875000000E-1,4.656384233E1
1.309747208E1,-6.562500477E0,-4.601250076E1,-6.375000477E-1,4.648250257E1
1.310747208E1,-6.693750381E0,-4.588125229E1,-1.237500072E0,4.638347779E1
1.311747208E1,-6.900000095E0,-4.586250305E1,-1.762500048E0,4.641212766E1
1.312747208E1,-6.900000095E0,-4.586250305E1,-2.081250191E0,4.642532488E1
1.313747208E1,-7.162500381E0,-4.614375305E1,-2.625000000E0,4.677005433E1
1.314747208E1,-7.012500286E0,-4.595625305E1,-3.037500143E0,4.658732405E1
1.315747208E1,-7.012500286E0,-4.575000000E1,-3.431250095E0,4.641132553E1
1.316747208E1,-7.087500095E0,-4.558125305E1,-3.975000143E0,4.629993427E1
1.317747208E1,-6.862500191E0,-4.556250000E1,-4.293750286E0,4.627603707E1
1.318747208E1,-7.012500286E0,-4.569375229E1,-4.781250000E0,4.647531076E1
1.319747208E1,-6.975000381E0,-4.556250000E1,-5.268750191E0,4.639344528E1
1.320747208E1,-6.862500191E0,-4.520625305E1,-6.187500477E0,4.614091878E1
1.321747208E1,-6.487500191E0,-4.481250000E1,-6.806250095E0,4.578834847E1
1.322747208E1,-6.543750286E0,-4.481250000E1,-7.256250381E0,4.586538993E1
1.323747208E1,-6.637500286E0,-4.509375000E1,-8.118750572E0,4.629704969E1
1.324747208E1,-6.562500477E0,-4.515000153E1,-9.037500381E0,4.651091768E1
1.325747208E1,-6.393750191E0,-4.494375229E1,-1.006875038E1,4.649946930E1
1.326747208E1,-6.018750191E0,-4.464375305E1,-1.065000057E1,4.628944321E1
1.327747208E1,-5.662500381E0,-4.451250076E1,-1.093125057E1,4.618353466E1
1.328747208E1,-5.418750286E0,-4.456875229E1,-1.119375038E1,4.627133651E1
1.329747208E1,-5.268750191E0,-4.453125000E1,-1.151250076E1,4.629610814E1
1.330747208E1,-4.818750381E0,-4.417500305E1,-1.196250057E1,4.601904682E1
1.331747208E1,-4.518750191E0,-4.391250229E1,-1.198125076E1,4.574141811E1
1.332747208E1,-4.162500381E0,-4.376250076E1,-1.198125076E1,4.556350790E1
1.333747208E1,-4.068750381E0,-4.368750000E1,-1.183125019E1,4.544371097E1
1.334747208E1,-4.200000286E0,-4.381875229E1,-1.188750076E1,4.559644426E1
1.335747208E1,-4.237500191E0,-4.389375305E1,-1.224375057E1,4.576600696E1
1.336747208E1,-4.143750191E0,-4.387500000E1,-1.241250038E1,4.578489332E1
1.337747208E1,-4.012500286E0,-4.372500229E1,-1.261875057E1,4.568598089E1
1.338747208E1,-4.050000191E0,-4.395000076E1,-1.263750076E1,4.590981915E1
1.339747208E1,-4.125000000E0,-4.408125305E1,-1.291875076E1,4.612013245E1
1.340747208E1,-3.862500191E0,-4.404375076E1,-1.295625019E1,4.607206646E1
1.341747208E1,-3.825000048E0,-4.421250153E1,-1.314375019E1,4.628319442E1
1.342747208E1,-3.618750095E0,-4.419375229E1,-1.335000038E1,4.630772726E1
1.343747208E1,-3.525000095E0,-4.410000229E1,-1.357500076E1,4.627652184E1
1.344747208E1,-3.487500191E0,-4.408125305E1,-1.348125076E1,4.622838576E1
1.345747208E1,-3.450000048E0,-4.432500076E1,-1.335000038E1,4.642015406E1
1.346747208E1,-3.131250143E0,-4.425000000E1,-1.351875019E1,4.637481897E1
1.347747208E1,-2.943750143E0,-4.425000000E1,-1.355625057E1,4.637348482E1
1.348747208E1,-2.981250048E0,-4.425000000E1,-1.393125057E1,4.648688088E1
1.349747208E1,-2.681250095E0,-4.408125305E1,-1.425000095E1,4.640483272E1
1.350747208E1,-2.475000143E0,-4.406250000E1,-1.436250019E1,4.641024611E1
1.351747208E1,-2.025000095E0,-4.400625229E1,-1.417500019E1,4.627722438E1
1.352747208E1,-1.650000095E0,-4.410000229E1,-1.425000095E1,4.637451056E1
1.353747208E1,-1.387500048E0,-4.402500153E1,-1.423125076E1,4.628881522E1
1.354747208E1,-1.237500072E0,-4.411875153E1,-1.432500076E1,4.640260003E1
1.355747208E1,-1.050000072E0,-4.413750076E1,-1.430625057E1,4.641002348E1
1.356747208E1,-9.562500119E-1,-4.411875153E1,-1.413750076E1,4.633840284E1
1.357747208E1,-8.437500596E-1,-4.443750000E1,-1.381875038E1,4.654418527E1
1.358747208E1,-7.875000238E-1,-4.449375153E1,-1.378125095E1,4.658580212E1
1.359747208E1,-7.500000000E-1,-4.462500000E1,-1.406250095E1,4.679430583E1
1.360747208E1,-8.250000477E-1,-4.460625076E1,-1.398750019E1,4.675519644E1
1.361747208E1,-8.250000477E-1,-4.455000305E1,-1.419375038E1,4.676372469E1
1.362747208E1,-7.312500477E-1,-4.436250305E1,-1.432500076E1,4.662372841E1
1.363747208E1,-5.625000000E-1,-4.432500076E1,-1.426875019E1,4.656843707E1
1.364747208E1,-3.000000119E-1,-4.430625153E1,-1.415625095E1,4.651379758E1
1.365747208E1,-3.562500179E-1,-4.398750305E1,-1.411875057E1,4.619920407E1
1.366747208E1,-1.125000045E-1,-4.404375076E1,-1.408125019E1,4.624009347E1
1.367747208E1,7.500000298E-2,-4.400625229E1,-1.383750057E1,4.613060034E1
1.368747208E1,-0.000000000E0,-4.415625000E1,-1.387500095E1,4.628487945E1
1.369747208E1,1.125000045E-1,-4.406250000E1,-1.391250038E1,4.620686344E1
1.370747208E1,9.375000000E-2,-4.428750229E1,-1.376250076E1,4.637669755E1
1.371747208E1,3.937500119E-1,-4.423125076E1,-1.342500019E1,4.622541739E1
1.372747208E1,5.625000000E-1,-4.421250153E1,-1.321875095E1,4.614972453E1
1.373747208E1,5.625000000E-1,-4.438125229E1,-1.314375019E1,4.629006513E1
1.374747208E1,7.125000358E-1,-4.434375000E1,-1.301250076E1,4.621905447E1
1.375747208E1,5.250000358E-1,-4.438125229E1,-1.291875076E1,4.622624039E1
1.376747208E1,5.812500119E-1,-4.436250305E1,-1.286250019E1,4.619321855E1
1.377747208E1,6.375000477E-1,-4.447500229E1,-1.267500019E1,4.625027421E1
1.378747208E1,7.125000358E-1,-4.438125229E1,-1.239375019E1,4.608479418E1
1.379747208E1,3.937500119E-1,-4.445625305E1,-1.276875019E1,4.625531814E1
1.380747208E1,5.625000224E-2,-4.453125000E1,-1.301250076E1,4.639354014E1
1.381747208E1,-9.375000000E-2,-4.447500229E1,-1.303125095E1,4.634488234E1
1.382747208E1,-3.375000060E-1,-4.434375000E1,-1.297500038E1,4.620424986E1
1.383747208E1,-4.500000179E-1,-4.436250305E1,-1.303125095E1,4.623902765E1
1.384747208E1,-3.562500179E-1,-4.430625153E1,-1.303125095E1,4.618424341E1
1.385747208E1,-3.375000060E-1,-4.434375000E1,-1.318125057E1,4.626259220E1
1.386747208E1,-2.437500060E-1,-4.440000153E1,-1.321875095E1,4.632661143E1
1.387747208E1,-3.187500238E-1,-4.443750000E1,-1.325625038E1,4.637371219E1
1.388747208E1,-1.875000000E-1,-4.453125000E1,-1.314375019E1,4.643086852E1
1.389747208E1,-3.750000149E-2,-4.456875229E1,-1.321875095E1,4.648774531E1
1.390747208E1,9.375000000E-2,-4.451250076E1,-1.350000095E1,4.651474539E1
1.391747208E1,2.437500060E-1,-4.456875229E1,-1.346250057E1,4.655826475E1
1.392747208E1,1.687500030E-1,-4.451250076E1,-1.346250057E1,4.650408716E1
1.393747208E1,9.375000000E-2,-4.434375000E1,-1.333125019E1,4.630441863E1
1.394747208E1,1.312500089E-1,-4.421250153E1,-1.346250057E1,4.621689561E1
1.395747208E1,3.375000060E-1,-4.413750076E1,-1.329375076E1,4.609725251E1
1.396747208E1,3.937500119E-1,-4.393125153E1,-1.348125076E1,4.595491292E1
1.397747208E1,3.375000060E-1,-4.396875000E1,-1.338750076E1,4.596292048E1
1.398747208E1,3.375000060E-1,-4.402500153E1,-1.308750057E1,4.593035311E1
1.399747208E1,3.375000060E-1,-4.396875000E1,-1.306875038E1,4.587109242E1
1.400747208E1,6.750000119E-1,-4.393125153E1,-1.297500038E1,4.581223767E1
1.401747208E1,8.250000477E-1,-4.398750305E1,-1.303125095E1,4.588457858E1
1.402747208E1,9.750000238E-1,-4.400625229E1,-1.303125095E1,4.590549386E1
1.403747208E1,1.312500000E0,-4.391250229E1,-1.295625019E1,4.580278302E1
1.404747208E1,1.706250072E0,-4.402500153E1,-1.269375038E1,4.585022734E1
1.405747208E1,2.006250143E0,-4.396875000E1,-1.265625095E1,4.579799891E1
1.406747208E1,2.175000191E0,-4.419375229E1,-1.280625057E1,4.606320029E1
1.407747208E1,2.456250191E0,-4.436250305E1,-1.282500076E1,4.624441033E1
1.408747208E1,2.587500095E0,-4.460625076E1,-1.284375095E1,4.649058725E1
1.409747208E1,2.850000143E0,-4.485000229E1,-1.263750076E1,4.668352634E1
1.410747208E1,2.887500048E0,-4.494375229E1,-1.258125019E1,4.676073548E1
1.411747208E1,3.037500143E0,-4.509375000E1,-1.276875019E1,4.696502611E1
1.412747208E1,3.037500143E0,-4.513125229E1,-1.308750057E1,4.708862932E1
1.413747208E1,3.581250191E0,-4.513125229E1,-1.308750057E1,4.712682842E1
1.414747208E1,4.068750381E0,-4.507500076E1,-1.284375095E1,4.704542870E1
1.415747208E1,4.537500381E0,-4.488750076E1,-1.278750038E1,4.689346224E1
1.416747208E1,4.687500000E0,-4.479375076E1,-1.280625057E1,4.682363524E1
1.417747208E1,4.968750000E0,-4.464375305E1,-1.295625019E1,4.675058911E1
1.418747208E1,5.343750000E0,-4.471875000E1,-1.291875076E1,4.685313636E1
1.419747208E1,5.493750095E0,-4.477500153E1,-1.278750038E1,4.688818847E1
1.420747208E1,5.831250191E0,-4.481250000E1,-1.241250038E1,4.686399258E1
1.421747208E1,5.587500095E0,-4.498125076E1,-1.239375019E1,4.699083018E1
1.422747208E1,5.625000000E0,-4.486875153E1,-1.263750076E1,4.695265609E1
1.423747208E1,5.400000095E0,-4.486875153E1,-1.269375038E1,4.694141203E1
1.424747208E1,5.550000191E0,-4.460625076E1,-1.265625095E1,4.669797423E1
1.425747208E1,5.512500286E0,-4.451250076E1,-1.276875019E1,4.663465841E1
1.426747208E1,5.681250095E0,-4.430625153E1,-1.263750076E1,4.642226785E1
1.427747208E1,5.756250381E0,-4.410000229E1,-1.245000076E1,4.618384067E1
1.428747208E1,5.568750381E0,-4.402500153E1,-1.250625038E1,4.610442537E1
1.429747208E1,5.887500286E0,-4.372500229E1,-1.275000095E1,4.592494975E1
1.430747208E1,5.700000286E0,-4.395000076E1,-1.275000095E1,4.611567081E1
1.431747208E1,5.831250191E0,-4.383750153E1,-1.288125038E1,4.606144407E1
1.432747208E1,5.868750095E0,-4.408125305E1,-1.306875038E1,4.635074255E1
1.433747208E1,5.887500286E0,-4.411875153E1,-1.273125076E1,4.629483386E1
1.434747208E1,5.625000000E0,-4.428750229E1,-1.276875019E1,4.643344124E1
1.435747208E1,5.400000095E0,-4.443750000E1,-1.297500038E1,4.660688836E1
1.436747208E1,5.343750000E0,-4.451250076E1,-1.348125076E1,4.681519529E1
1.437747208E1,5.100000381E0,-4.445625305E1,-1.325625038E1,4.667008264E1
1.438747208E1,5.193750381E0,-4.430625153E1,-1.336875057E1,4.656975906E1
1.439747208E1,5.212500095E0,-4.426875305E1,-1.329375076E1,4.651469083E1
1.440747208E1,5.156250000E0,-4.421250153E1,-1.327500057E1,4.644951932E1
1.441747208E1,5.156250000E0,-4.421250153E1,-1.342500019E1,4.649261055E1
1.442747208E1,5.081250191E0,-4.419375229E1,-1.365000057E1,4.653202511E1
1.443747208E1,5.250000000E0,-4.419375229E1,-1.370625019E1,4.656727967E1
1.444747208E1,5.400000095E0,-4.400625229E1,-1.344375038E1,4.632973846E1
1.445747208E1,5.268750191E0,-4.423125076E1,-1.372500038E1,4.661050212E1
1.446747208E1,5.175000191E0,-4.404375076E1,-1.383750057E1,4.645545211E1
1.447747208E1,4.950000286E0,-4.411875153E1,-1.396875095E1,4.654130147E1
1.448747208E1,4.800000191E0,-4.417500305E1,-1.410000038E1,4.661846101E1
1.449747208E1,4.687500000E0,-4.417500305E1,-1.453125095E1,4.673928546E1
1.450747208E1,4.687500000E0,-4.417500305E1,-1.440000057E1,4.669864631E1
1.451747208E1,4.668750286E0,-4.413750076E1,-1.445625019E1,4.667868221E1
1.452747208E1,4.575000286E0,-4.415625000E1,-1.440000057E1,4.666974457E1
1.453747208E1,4.800000191E0,-4.411875153E1,-1.443750095E1,4.666846550E1
1.454747208E1,4.800000191E0,-4.423125076E1,-1.421250057E1,4.670587456E1
1.455747208E1,4.950000286E0,-4.426875305E1,-1.421250057E1,4.675703340E1
1.456747208E1,4.968750000E0,-4.419375229E1,-1.425000095E1,4.669945123E1
1.457747208E1,4.968750000E0,-4.417500305E1,-1.415625095E1,4.665317580E1
1.458747208E1,4.931250095E0,-4.398750305E1,-1.423125076E1,4.649458195E1
1.459747208E1,4.800000191E0,-4.389375305E1,-1.425000095E1,4.639788881E1
1.460747208E1,4.556250095E0,-4.400625229E1,-1.426875019E1,4.648555569E1
1.461747208E1,4.312500000E0,-4.413750076E1,-1.432500076E1,4.660388693E1
1.462747208E1,4.125000000E0,-4.419375229E1,-1.451250076E1,4.669813749E1
1.463747208E1,3.675000191E0,-4.411875153E1,-1.473750019E1,4.666008760E1
1.464747208E1,3.375000238E0,-4.426875305E1,-1.460625076E1,4.673816090E1
1.465747208E1,3.093750238E0,-4.410000229E1,-1.464375019E1,4.657060137E1
1.466747208E1,2.850000143E0,-4.404375076E1,-1.488750076E1,4.657909575E1
1.467747208E1,2.493750095E0,-4.411875153E1,-1.496250057E1,4.665361132E1
1.468747208E1,2.400000095E0,-4.395000076E1,-1.481250095E1,4.644106752E1
1.469747208E1,2.081250191E0,-4.387500000E1,-1.464375019E1,4.630104369E1
1.470747208E1,2.006250143E0,-4.391250229E1,-1.430625057E1,4.622771574E1
1.471747208E1,2.081250191E0,-4.393125153E1,-1.380000019E1,4.609475532E1
1.472747208E1,1.893750072E0,-4.391250229E1,-1.365000057E1,4.602408785E1
1.473747208E1,1.743750095E0,-4.419375229E1,-1.318125057E1,4.615055549E1
1.474747208E1,1.650000095E0,-4.447500229E1,-1.301250076E1,4.636888510E1
1.475747208E1,1.556250095E0,-4.443750000E1,-1.291875076E1,4.630342797E1
1.476747208E1,1.500000000E0,-4.440000153E1,-1.316250038E1,4.633423736E1
1.477747208E1,1.443750024E0,-4.430625153E1,-1.327500057E1,4.627476611E1
1.478747208E1,1.312500000E0,-4.413750076E1,-1.342500019E1,4.615270588E1
1.479747208E1,1.200000048E0,-4.411875153E1,-1.376250076E1,4.623105735E1
1.480747208E1,1.275000095E0,-4.398750305E1,-1.410000038E1,4.620969661E1
1.481747208E1,1.331250072E0,-4.393125153E1,-1.466250038E1,4.633266671E1
1.482747208E1,1.293750048E0,-4.372500229E1,-1.492500019E1,4.622018223E1
